full_text,label,compound,polarity
Betul kata Pak JK Korban Gempa Palu Terus Bertambah https://t.co/X56R2QPno5,,-1,negative
Galang Bantuan untuk Korban Gempa Palu Tanty Octavia Libatkan Istri Pasha Ungu https://t.co/btl97rrm42,,0,neutral
Gempa di Palu: Deby Fatimah Penghafal Quran yang Wafat Seusai Ambil Wudlu Sholat Magrib - Tribunnews Bogor https://t.co/7YbEHjynjd,,-5,negative
FULL VIDEO Gempa dan Tsunami Palu Donggala Sulawesi Tengah: https://t.co/3dA9vdvOFa melalui @YouTube,,3,positive
Kondisi Pengungsian Korban Gempa Palu Memprihatinkan https://t.co/pihBBM7T4E https://t.co/zpohFJm8cl,,0,neutral
 Turut berduka atas ujian musibah Gempa dan Sunami yang menimpa keluarga kita di Palu dan Donggala. Semoga korban tetap diberikan ketabahan dan husnul khotimah Aamin YRA. https://t.co/qjee013MQu,,-21,negative
Kalo demger crita tmn yg keluarganya kena bencana gempa di Palu serem bgt. Smg Allah selalu melindungi kita dan kita ttp jd org yg beriman.,,-9,negative
@AkunTofa Prosedur darurat gempa tsunami meliputi al Dlmhal terjadi tsunami kepemilikan sel stock logistik bulanan gudang pusat darurat terjual dg harga pokok kpd pemerintah Sebelm brg sembako tsb tersimpan sbg stock bulanan bulog dan pedagang sel kota palu Begitu dalilnya ,,3,positive
Fauziyatul Khaeriyah Hafizah yang Wafat Tertimpa Bangunan Akibat Gempa Palu https://t.co/YK6yFA4X76,,-5,negative
#GMY TODAY'S HEADLINE: Dampak Gempa Akses Pesawat Komersil di Bandara Palu Masih Terbatas (via: https://t.co/AgJDaeTfFr),,0,neutral
Pemerintah Aceh Sampaikan Dukacita Atas Gempa Bumi Palu https://t.co/ve12CDxFIF https://t.co/4B7ItXz8CS,,0,neutral
PAKE GOPAY UNTUK KEBAIKAN! YUK DONASI UNTUK PALU &amp; DONGGALA LEWAT GOPAY! Turut berduka cita atas musibah gempa bumi &amp; tsunami yang terjadi di Sulawesi. Mari kita bantu doa untuk saudara Kita yang terkena musibah. Selain dengan doa ... https://t.co/eAPPlHviY1,,-18,negative
Dampak Gempa Palu Kerugian Pengusaha Ritel Capai Rp 450 Miliar https://t.co/Ti0qYkAgeJ,,0,neutral
China donasi Rp3 miliar untuk korban gempa Palu - ANTARA News Megapolitan https://t.co/9tSJflpOe5,,0,neutral
Dampak Gempa Akses Pesawat Komersil di Bandara Palu Masih Terbatas https://t.co/IydxIcg0LG,,0,neutral
Distribusi Bantuan Korban Gempa Palu Dikawal TNI-Polri https://t.co/2kGwkKKONk https://t.co/kp3jVvttDU,,0,neutral
Udah pada nonton rekaman2 gempa dan tsunami di palu. apa ada yg denger teriakan saya pancasila atau NKRI harga mati?,,-8,negative
Presiden Langsung Bertolak ke Palu Tinjau Daerah Terdampak Gempa dan Tsunami https://t.co/cZXEXf6gRh https://t.co/u7nfkEpO5k,,0,neutral
Turut berduka cita atas kejadian Gempa dan Tsunami di Palu dan Donggala. Semoga kepada korban yg masih hidup diberikan kesabaran dan bagi korban meninggal semoga Husnul Khotimah. Kami pernah merasakan hal sama pada tahun 2006 di Bantul Yogyakarta..,,-19,negative
Kisah Warga #Aceh Saat Gempa dan Tsunami Palu Naik ke Lantai 3 Hotel hingga Lari ke Bukit Silae - Serambi Indonesia https://t.co/g8PzkYhx45 https://t.co/qFvfen3oqb,,0,neutral
 Kisah Warga Aceh Saat Gempa dan Tsunami Palu Naik ke Lantai 3 Hotel hingga Lari ke Bukit Silae - Serambi Indonesia https://t.co/FC0ztv2usm,,0,neutral
Ratusan Korban Gempa-Tsunami Palu Diungsikan ke Sulsel https://t.co/NgGZZmOHGv https://t.co/qtfwZLMgOp,,0,neutral
Sekretaris PBNU: Tak Ada Kaitan Gempa Palu dengan Gus Nur Tersangka https://t.co/8nrbaX5oVV,,0,neutral
KAMPUNG BALAROAH RATA TERTIMBUN TANAH Kampung Perumnas Balaroah Palu Barat Sulawesi Tengah yang rata dengan tanah imbas dari gempa bumi berkekuatan 7 4 SR | https://t.co/HgFGBkX1jZ Supriyatna https://t.co/mzhzhLdiA2 Kampung... https://t.co/XECJgrH0uq,,-6,negative
India Siap Bantu RI untuk Pemulihan Gempa dan Tsunami Palu https://t.co/eNVf7TY1Qe,,0,neutral
Ya Allah lindungi saudara2 kami yg ada di Donggala Palu Mohon doanya dr temen2 untuk saudara kita di DONGGALA - PALU smoga tdk ada lagi gempa susulan dan smoga keadaannya cepat kembali https://t.co/PTtHSUfGH2,,3,positive
Dua Jenazah Korban Gempa Palu Tiba di Majene https://t.co/wtH6gtMt0u,,0,neutral
Putin Hingga Presiden Korsel Berbelasungkawa Atas Gempa Palu https://t.co/7LIgAsis7a https://t.co/4R8PkrQHDR,,0,neutral
Pelni Balikpapan Berangkatkan Sedikitnya 900 Keluarga Korban Gempa ke Palu - ANTV Klik (Sindiran) (Siaran Pers) (Blog) https://t.co/5jIovQTurH,,0,neutral
BANTU KORBAN GEMPA TSUNAMI SULTENG Gempa tsunami yang meluluh lantakkan Palu Donggala dan sekitarnya sedemikian parah. Tim BAZNAS di Palu menyaksikan penderitana para pengungsi yang kekurangan pangan di banyak... https://t.co/szsSLFkRfl,,-10,negative
Berita baru Presiden Joko Widodo Meninjau Kota Palu yang Dilanda Gempa Bumi di publikasi di Indonesia Media Online https://t.co/imwOExMrj7,,-3,negative
Presiden Joko Widodo Meninjau Kota Palu yang Dilanda Gempa Bumi - https://t.co/imwOExMrj7 https://t.co/E1Vj1JjjYW,,-5,negative
Panglima TNI Tinjau Lokasi Gempa Petobo Palu Selatan https://t.co/zFQ5ONJ8XV via @Media Expres News,,0,neutral
Prajurit Yonbekang 1 Kostrad Buka Dapur Lapangan Untuk Korban Gempa dan Tsunami Palu dan Donggala https://t.co/kU3fFjU8Ld https://t.co/zN7ZAhkqt3,,0,neutral
Prihatin Gempa Palu-Donggala Wali Kota Ajak Jaga Pancasila dan NKRI - https://t.co/MhpgZgQ01C #bimanews,,0,neutral
@shikampleng Innalillahi... di daerah sy jg prnah trjdi gempa besar bhkan mnimbulkan tsunami didaerah pesisir. Tp melihat yg terjadi di sana mmg lebih parah dr yg kami prnah alami di sini sy dpt trut merasakan trauma &amp; kesedihan sdra2 di Palu &amp; Donggala. #united4palu,,-1,negative
Panglima TNI Bersama Kepala BNPB Tinjau Lokasi Gempa Petobo Palu Selatan https://t.co/ioD4FfLJch,,0,neutral
Berita baru Mendagri bantah korban gempa Palu boleh ambil barang di supermarket di publikasi di Indonesia Media Online https://t.co/Ea6yfx01ks,,-4,negative
Mendagri bantah korban gempa Palu boleh ambil barang di supermarket - https://t.co/Ea6yfx01ks https://t.co/YKRGEJL8tw,,-6,negative
Panglima TNI Tinjau Lokasi Gempa Petobo Palu Selatan - https://t.co/yGso2Tq6GN https://t.co/rAq8oFiLy3,,0,neutral
Turut berduka atas gempa dan tsunani di Palu dan donggala#PrayForPaluDonggala,,-5,negative
Putin Hingga Sekjen PBB Berbelasungkawa Atas Gempa Palu https://t.co/x0dfpc8j3h https://t.co/d8TrNDJltO,,0,neutral
Telkom Menyebut Telekomunikasi di Palu &amp; Sekitarnya Mulai Pulih loading... JAKARTA - Bencana gempa &amp; tsunami yang melanda Kota Palu Donggala &amp; sekitarnya merusak infrastruktur... https://t.co/bp3zFSSh8j,,-1,negative
Gempa sekuat 7 4 skala Richter berpusat di wilayah Donggala dan Palu Sulawesi Te... https://t.co/WUocryLsEF https://t.co/jqBkruJLil,,0,neutral
Ternyata gempa di Palu parah juga. Punya frienemies yang lagi disana. Si Addri lagi disana prepare Palu Nomoni. Semoga ga kenapa2 ya ,,-8,negative
@RealForJKW @Gani_ws @kangdede78 Sejatinya lempeng2 di bumi ini aktif bergerak sepanjang waktu dg besaran energi berbeda2. Jd kalaupun nanti terjadi gempa di tempat lain (katakan di Bali seperti statement dia) pemicunya bukan krn gempa di Palu kemarin mending Bapaknya suruh belajar Tektonika dulu deh ,,0,neutral
NEKAD Bantu Pesawat Take Off Ini Kisah Heroik Anthonius Gunawan Saat Gempa Palu Terjadi https://t.co/WkIb2W6OC2 https://t.co/tr58F3fBBG,,0,neutral
WASPADA! Kabar Wali Kota Palu Meninggal Karena Gempa Ternyata HOAX https://t.co/BzLkEuaHDy https://t.co/NrQHVeSoKm,,0,neutral
Kebijakan yg beresiko dr pemerintah dlm menangani korban gempa Palu malah dimanfaatkan masy. untuk melakukan penjarahan..,,0,neutral
UNTUK YANG BELUM ADA KABAR BERITANYA TENTANG KELUARGA SAUDARA TEMAN DI PALU Bagi Anda yang punya keluarga sahabat rekan atau saudara yang ingin mencari keluarganya yang terdampak gempa dan Tsunami di Palu... https://t.co/VpTm2x47G9,,-12,negative
Putin Hingga Halimah Yacob Berbelasungkawa Atas Gempa Palu https://t.co/Cjs7icLKLa https://t.co/2oQQqFTDnP,,0,neutral
Iring-iringan kendaraan pembawa bantuan logistik untuk korban gempa dan tsunami Palu - Donggala dijarah di daerah Pasangkayu Mamuju Utara. Daerah Pasangkayu adalah daerah perbatasan antara Sulawesi Barat dan... https://t.co/Axg5OxnnHF,,0,neutral
Jambi Ekspres dan Jambi Update Buka Dompet Amal Peduli Gempa dan Tsunami Palu/Donggala https://t.co/hcbzcDhmHI,,0,neutral
Info Menarik Terbaru Tentang (Kisah Ibu Hamil yang Selamat Dari Gempa Palu Sempat Dua Kali Terpental) - https://t.co/dz6Zhuqg1Y https://t.co/ZuFi2WYl9Y,,-5,negative
Top 3 Berita Hari Ini: Lapar Warga Korban Gempa Palu Jarah Toko Bahan Makanan https://t.co/j50g6AX3o7,,0,neutral
Presiden @jokowi menjelaskan situasi di Palu dan Donggala kepada publik dan wartawan pasca gempa Saya akan terus memantau keadaan kata Pak Jokowi ~ @pedoman_id @jokowinomics #JokowiMembangunIndonesia #01IndonesiaMaju #IndonesiaMaju #United4Palu #JokowiAmin https://t.co/nsEmHEyIXq,,3,positive
Bantu Korban Gempa Donggala &amp; Tsunami Palu Sulteng https://t.co/bN7tgUUGWg,,0,neutral
Info Menarik Terbaru Tentang (Petra Sempat Telepon Istri usai Gempa Palu: Tiga Penerjun Asal Sulut Hilang) - https://t.co/a1hCV2mbKV https://t.co/FyTdkYyOD6,,1,positive
Ini Daftar 24 Nama-Nama Korban Gempa Palu - Donggala yang Dirawat di Makassar https://t.co/KgFF5s5QDG,,-5,negative
Panglima TNI Rapat Koordinasi Dengan Kementerian Terkait Gempa Palu https://t.co/H1dqThF8bL https://t.co/CC4IyvAFPp,,0,neutral
Hari kiamat akan terjadi dijumat sore Gempa palu terjadi jumat sore Sinyal dri Allah akan dekatnya kiamat Krn umur ummat islam hanya 1500 H,,5,positive
Pemerintah Ijinkan Korban Gempa Palu Menjarah Barang Di Minimarket https://t.co/NWaQW6yK1W,,0,neutral
Mendagri Imbau Korban Gempa Palu Gotong Royong Soal Makanan https://t.co/z6ejDv2Umq,,0,neutral
Rumah Zakat: Ini Kebutuhan Mendesak di Wilayah Gempa Palu https://t.co/aiDvnZUtHq https://t.co/RYvTwfPd8o,,0,neutral
Kesaksian pilot batik air setelah berhasil take off dari bandara palu di saat terjadi gempa Hari ini gereja Duta Injil BIP kedatangan Pilot Batik Air Captain Mafella yg memberikan kesaksian kenapa dia mempercepat... https://t.co/tTGM3poZlN,,3,positive
Info Gempa Palu Daerah mamboro sudah bisa dihubungi via Telkomsel. #gempapalu #GempaSulteng #gempa,,1,positive
Belasungkawa sedalam-dalamnya untuk semua korban dan keluarga korban yang terkena gempa dan tsunami di Palu dan Donggala. Doa kami kirimkan untuk semuanya.,,-11,negative
Cerita Wartawan yang Selamat dari Gempa dan Tsunami di Palu Majalah Indonesia: Cerita Wartawan yang Selamat dari Gempa dan Tsunam... https://t.co/A30hfho8pz,,-16,negative
[VIDEO https://t.co/527SUVoSpX] Tiba di Bandara Mutiara Sis Al Jufri Kota Palu Minggu (30/9) Pres. @jokowi langsung TINJAU lokasi bencana gempa &amp; tsunami yg melanda Sulteng #JokowiTanganiGempaSulteng #01IndonesiaMaju #United4Palu #PrayForSulteng https://t.co/gpYlrif46n,,2,positive
Korban Meninggal Bencana Gempa Tsunami Palu Mencapai 832 Jiwa https://t.co/GT9uVZVEi7,,0,neutral
Berita Bintang - Siwon Super Junior Berduka untuk Gempa Palu dan Donggala Gempa Palu dan Donggala diserta tsunami menyebabkan 384 orang meninggal dunia. Laporan dari BPNB... https://t.co/2h2M3U1snh,,-7,negative
Berita Bintang Siwon Super Junior Berduka untuk Gempa Palu dan Donggala https://t.co/NVuk5wbVDM https://t.co/VdTi3nIrV1,,0,neutral
Berita Bintang Siwon Super Junior Berduka untuk Gempa Palu dan Donggala https://t.co/nAufHZGHj0 https://t.co/rtQWvKV9YC,,0,neutral
Berita Bintang Siwon Super Junior Berduka untuk Gempa Palu dan Donggala https://t.co/WDIk3F6J1X https://t.co/ZzKMnB1QYJ,,0,neutral
Berita Bintang Siwon Super Junior Berduka untuk Gempa Palu dan Donggala https://t.co/NOvoJdWgVf https://t.co/W99sQwuBXA,,0,neutral
Berita Bintang Siwon Super Junior Berduka untuk Gempa Palu dan Donggala https://t.co/VeHggBrSZ5 https://t.co/XUmmMBPlhm,,0,neutral
Berita Bintang Siwon Super Junior Berduka untuk Gempa Palu dan Donggala https://t.co/srD3SbRvfn https://t.co/pkF2elcpLx,,0,neutral
Berita Bintang Siwon Super Junior Berduka untuk Gempa Palu dan Donggala https://t.co/zhkBUHX2H9 https://t.co/GR0aklbQjv,,0,neutral
Berita Bintang Siwon Super Junior Berduka untuk Gempa Palu dan Donggala https://t.co/2h2M3U1snh https://t.co/uwKDYrXeQ7,,0,neutral
Kodim 0105 Aceh Barat Gelar Yasinan Doa Bersama Untuk Korban Gempa Palu | https://t.co/UK9F8fG3SH https://t.co/BL10x0OPfS,,0,neutral
Panglima TNI Rapat Koordinasi Dengan Kementerian Terkait Gempa Palu https://t.co/Q7r8jE97V5 via @Media Expres News,,0,neutral
Rapat Gempa Palu #KlikRMOL #gempa https://t.co/d0lgzqAEQF,,0,neutral
Panglima TNI Rapat Koordinasi Dengan Kementerian Terkait Gempa Palu https://t.co/hOWuQsF2Ty,,0,neutral
Info Menarik Terbaru Tentang (UPDATE! BNPB Ungkap Gempa dan Tsunami Donggala Palu Memakan Ratusan Korban ...) - https://t.co/OVae824O0N https://t.co/6YhfHJ6J9j,,0,neutral
Berita Bintang - Pemain Taiwan Persembahkan Gelar Korea Open untuk Korban Gempa di Palu Pemain Taiwan Chou Tien Chen menjuarai Korea Open 2018 setelah... https://t.co/vae6vivTzo,,0,neutral
Berita Bintang Pemain Taiwan Persembahkan Gelar Korea Open untuk Korban Gempa di Palu https://t.co/MTXcxyzRbD https://t.co/UAIyqfpLsq,,0,neutral
Berita Bintang Pemain Taiwan Persembahkan Gelar Korea Open untuk Korban Gempa di Palu https://t.co/3QGzUOIXBW https://t.co/FKRRccBOP8,,0,neutral
Berita Bintang Pemain Taiwan Persembahkan Gelar Korea Open untuk Korban Gempa di Palu https://t.co/U732Xg0WK1 https://t.co/mOldcsTXtG,,0,neutral
Berita Bintang Pemain Taiwan Persembahkan Gelar Korea Open untuk Korban Gempa di Palu https://t.co/z0Ap5CLwXN https://t.co/bX62XNfG50,,0,neutral
Berita Bintang Pemain Taiwan Persembahkan Gelar Korea Open untuk Korban Gempa di Palu https://t.co/t8s8clfLwq https://t.co/53uNhSOWVJ,,0,neutral
Berita Bintang Pemain Taiwan Persembahkan Gelar Korea Open untuk Korban Gempa di Palu https://t.co/vKYnlG7uQq https://t.co/HYO1YyaaMk,,0,neutral
Berita Bintang Pemain Taiwan Persembahkan Gelar Korea Open untuk Korban Gempa di Palu https://t.co/xgYms0CyWp https://t.co/aFFB9Dg466,,0,neutral
Berita Bintang Pemain Taiwan Persembahkan Gelar Korea Open untuk Korban Gempa di Palu https://t.co/2h1sD83n5n https://t.co/yZ2FS729Vm,,0,neutral
Berita Bintang Pemain Taiwan Persembahkan Gelar Korea Open untuk Korban Gempa di Palu https://t.co/AA6q9Vn8KA https://t.co/afxOy5MioE,,0,neutral
Berita Bintang Pemain Taiwan Persembahkan Gelar Korea Open untuk Korban Gempa di Palu https://t.co/vae6vivTzo https://t.co/5MzqYv3jFX,,0,neutral
Peduli Gempa Donggala dan Tsunami Palu Artis Cantik Tatjana ... - Tribun Style https://t.co/7wd6z001xz,,0,neutral
Panglima TNI Rapat Koordinasi Dengan Kementerian Terkait Gempa Palu - https://t.co/qegQTWsH58 https://t.co/LsCJyyTgOg,,0,neutral
Info Menarik Terbaru Tentang (Jejak Penerjun sebelum Gempa-Tsunami: Petra Mandagi Sempat Abadikan Kota Palu ...) - https://t.co/IE4O2T1fQj https://t.co/5B4EJCG8rC,,0,neutral
Video Tsunami di Palu Usai Gempa 7 4 SR Mobil dan Motor Tersapu Gelombang Besar https://t.co/PxgHiwa6Ct,,0,neutral
Pas ada info gempa palu inget saat masih jualan aksesoris ada reseller namanya mbak sri wahyuningsih. Dia tenaga kesehatan disana. Hubungan kami sbg supplier-reseller lumayan panjang. Sayang bgt kontaknya hilang. Dear mbak sri wahyuningsih smg kamu baik2 aja disana ya. Aamiin,,7,positive
@P3nj3l4j4h Bukanya imam besar dicekal palu langsung gempa,,7,positive
Info Menarik Terbaru Tentang (Kisah Ibu Hamil yang Tengah Mengandung 9 Bulan Selamat dalam Gempa dan Tsunami Palu) - https://t.co/0QF9GQozHG https://t.co/QQgF1YTHpH,,-2,negative
Marsekal Hadi: TNI Bersama Polri Pantau Distribusi Bantuan Korban Gempa di Palu https://t.co/AE6l6dNyvi https://t.co/L47GJkAbg5,,0,neutral
Narator berita di CNN keliatan banget gemetar pas bacain berita terkait gempa di Donggala dan Palu. Semua pihak terkait berupaya sebaik-baiknya dalam membantu korban. Maaf kami yg jauh hanya bisa berdonasi baik fisik maupun sebatas doa.,,-10,negative
Info Menarik Terbaru Tentang (Nasib 7 Atlet Paralayang yang Nginap di Hotel Roa Roa Saat Gempa Palu Belum ...) - https://t.co/8wA4GLbe0v https://t.co/AwFejPbQh5,,-5,negative
Pemprov Sulut Kirim Bantuan bagi Korban Gempa dan Tsunami di Palu #KILASMANADO #Berita #News #SulawesiUtara #Manado #GempaPalu | @sulutprov_hebat Link Berita: https://t.co/3QHOWYKDV9 https://t.co/W5k2OQRHIJ,,-2,negative
Tenggorokan cekat ngeliat anak kecil nangis disisa-sisa runtuhan bangunan paska gempa di Donggala dam Palu. Bless them All Allah with you I believe.,,-12,negative
Teras Berita 7 Atlet Paralayang Diduga Menjadi Korban Gempa dan Tsunami Palu: TERASLAMPUNG https://t.co/18I8vEmCZU,,0,neutral
I liked a @YouTube video https://t.co/Ji4gDnJeMQ GEMPA PALU DASYAT - PRAY FOR PALU - Kondisi Gedung ATC Dari Sebelum Gempa,,0,neutral
Hari ini sempat kurang lebih 4 jam berada di Kota Palu.. Sempat mengabadikan situasi pasca tsunami.. Tiba di Palu pukul 14.00 wita dan balik kembali ke Poso pukul 18.00 wita oleh karena rasa takut menyelimuti dengan adanya berita gempa susulan dan tsunami susulan..,,-15,negative
Menpora Ajak Masyarakat Doakan Korban Gempa Bumi Palu https://t.co/kkn5fTaJ5j https://t.co/6pOVtokhd8,,0,neutral
Menpora Ajak Masyarakat Doakan Korban Gempa Bumi Palu https://t.co/34WAGBuAhb https://t.co/qoxAgnnuV8,,0,neutral
Menpora Ajak Masyarakat Doakan Korban Gempa Bumi Palu https://t.co/K0spmkqSyw https://t.co/a7Dd7AsfQO,,0,neutral
Menpora Ajak Masyarakat Doakan Korban Gempa Bumi Palu https://t.co/znfjDyhTo8 https://t.co/XwUwY5GjEF,,0,neutral
Kemenhub: Pasca Gempa Palu Jalur Transportasi Mulai Dibuka Baik Darat Maupun Udara https://t.co/FlEb4DNgeT https://t.co/r8nq6ZPeAm,,0,neutral
Kemenhub: Pasca Gempa Palu Jalur Transportasi Mulai Dibuka Baik Darat Maupun Udara https://t.co/oqa47hjrCG https://t.co/gXvCVnvLZD,,0,neutral
Kemenhub: Pasca Gempa Palu Jalur Transportasi Mulai Dibuka Baik Darat Maupun Udara https://t.co/Mj7jOClLKH https://t.co/lqbG6WQpGd,,0,neutral
Kemenhub: Pasca Gempa Palu Jalur Transportasi Mulai Dibuka Baik Darat Maupun Udara https://t.co/rSIjnyWuGm https://t.co/ZcgJxxsBU1,,0,neutral
Melalui Kanwil DJP Suluttenggomalut Kemenkeu Berikan Bantuan Gempa Bumi Palu https://t.co/JXzjt1lbzW https://t.co/K6KZuNxMSk,,0,neutral
Melalui Kanwil DJP Suluttenggomalut Kemenkeu Berikan Bantuan Gempa Bumi Palu https://t.co/g1gkqIzHmO https://t.co/WrqkBtXPnA,,0,neutral
Melalui Kanwil DJP Suluttenggomalut Kemenkeu Berikan Bantuan Gempa Bumi Palu https://t.co/4I6qFXHzhm https://t.co/bQEg0MshYo,,0,neutral
Melalui Kanwil DJP Suluttenggomalut Kemenkeu Berikan Bantuan Gempa Bumi Palu https://t.co/tpL90KrEiH https://t.co/D503xcawNx,,0,neutral
Rumah2 bergerak dan roboh disebabkan proses likuifaksi dan amblesan akibat gempa 7 4 SR di Kota Palu. Permukaan tanah bergerak dan ambles sehingga semua bangunan hancur. Proses geologi yg sangat mengerikan. Diperkirakan korban terjebak di daerah ini. https://t.co/ov4UnJnr8B,,-15,negative
Top 3 Berita Hari Ini: Lapar Warga Korban Gempa Palu Jarah Toko ... - https://t.co/1xt3mP2zh0 https://t.co/Ckxg6DMUMC,,0,neutral
Salah satu dampak liquifaksi . Munculnya lumpur dari permukaan tanah yang menyebabkan amblasnya bangunan dan pohon di Kabupaten Sigi dekat perbatasan Palu akibat gempa 7 4 SR adalah https://t.co/yeuJEDO0r1,,-14,negative
@null Kisah Konsultan Media VOA saat Gempa 7 4 SR Terjang Palu Tembok pagar di rumah d https://t.co/ErAPfEkjAK,,3,positive
@null Kisah Konsultan Media VOA saat Gempa 7 4 SR Terjang Palu Tembok pagar di rumah d https://t.co/27l0ZQlVFs,,3,positive
@null Kisah Konsultan Media VOA saat Gempa 7 4 SR Terjang Palu Tembok pagar di rumah d https://t.co/DoPq1QDEbo,,3,positive
PDIP Partai Paling Korup : Keluarga Korban Gempa Palu Minta Pemerintah Rilis Nama-Nama Korban https://t.co/iob1NheUAu https://t.co/YDK7nv1etm,,0,neutral
Masih ingat lumpur lapindo ! Itu tdk jauh beda dg gempa palu rumah2 di telan bumi ! Yg kuasa tlah mengaturnya.,,-5,negative
..wujudkan solidaritas KITA demi kemanusiaan di Palu bersama para kandidat doktor (PhD Candidate) penerima beasiswa BUDI-LN LPDP untuk TERANGNYA PALU pasca gempa &amp; tsunami lewat pengadaan SOLAR PANEL. Tabik cc:@arfibambani @fadjroeL @SoundOfYogi @SaintChyril @ariel_heryanto,,8,positive
Gempa dan tsunami Palu Donggala dan sekitarnya @OxfamIndonesia siapkan bantuan utk 100 ribu korban terdampak bencana: https://t.co/RcIAwmILOn,,-4,negative
@MurtadhaOne Tuhan Yesus memberi kekuatan bagi saudara2 kita di palu.. donggala sig dan mamuju. Semiga tidak terjadi lagi gempa..,,-4,negative
Panglima TNI Tinjau Lokasi Gempa Petobo Palu Selatan https://t.co/HAEJMKEKeB https://t.co/M9c3tT64td,,0,neutral
Mendagri Jelaskan Prosedur Gotong Royong di Minimarket Usai Gempa Palu https://t.co/IWU5mRFLlV https://t.co/Qefr4a3VOE,,0,neutral
Panglima TNI Rapat Koordinasi Dengan Kementerian Terkait Gempa Palu https://t.co/U9syOz58eq https://t.co/BcMYVqcIAA,,0,neutral
Siapa pun yg baca skrng tolong disebarkan brusan kakak sy ba kasi kabar dia dalam perjalanan dari Makassar-Palu. Posisinya ada di Pinrang disana sedang gempa dan air naik jdi orng smua berlarian... Tolong waspada!!!,,-2,negative
Detik-Detik Gempa Donggala dan Tsunami di Pesisir Palu (Video) https://t.co/49SsEQijVf lewat @tribunjateng,,-3,negative
BNPB Ungkap Penyebab Gempa Palu dan Donggala Makan Banyak Korban - https://t.co/GbA2A3EWjb https://t.co/aJJWgJX5Tx,,0,neutral
Ups Keluarga Korban Gempa Palu Minta Pemerintah Rilis Nama-Nama Korban https://t.co/5S8zyLnUYC https://t.co/9PtxUmDrcP,,0,neutral
Rumah Zakat: Ini Kebutuhan Mendesak di Wilayah Gempa Palu https://t.co/hFezQrz0oP,,0,neutral
Kumpulan Video Amatir Gempa Tsunami Palu Full: https://t.co/TDczQiRcuT melalui @YouTube,,3,positive
@SAR_NASIONAL Semoga pencarian korban gempa-tsunami Palu bisa berjalan lancar. Semoga Basarna bisa menemukan lebih banyak korban selamat.,,-5,negative
@fadlizon Sibuk posting pki Palu terabaikan. Klo kemaren lu dukung masbro fuckriHamz yg kampung nya gempa,,8,positive
Pasca Gempa Tsunami Palu Masyarakat Diminta Tak Percaya Kabar Hoax https://t.co/bXSzd6p8fJ,,0,neutral
Gempa Palu : Garuda Siapkan Humanity Flight Salurkan Bantuan https://t.co/GYRsIaNqbt https://t.co/oplWJIujub,,0,neutral
IMBAS GEMPA PALU : Bandara Mutiara Beroperasi Terbatas https://t.co/0kZAtRjFoZ https://t.co/QjeVfyQTvC,,0,neutral
Ketika bangsa ini bergejolak atau dilanda bencana yang pertama pertama menenangkan dan membantu adalah pemerintah. Terimakasih kepada bapak Jokowi pimpinan tertinggi yang cepat tanggap memberikan pertolongan kepada korban gempa di palu dan sekitarnya,,-5,negative
Rumah Zakat: Ini Kebutuhan Mendesak di Wilayah Gempa Palu https://t.co/pckcGCPOkP,,0,neutral
Pemerintah Siapkan Pesawat Khusus Untuk Suplai Makanan Korban Gempa di Palu - Publik News https://t.co/ZeBOwCUbLN via,,0,neutral
Kendala Pemerintah Atasi Persoalan Pasca Gempa Palu - Publik News https://t.co/NG12eyHLAK via,,0,neutral
Menko Polhukam Minta Korban Gempa di Palu dan Donggala Segera Dimakamkan - Publik News https://t.co/tBGZMBrzJF via,,0,neutral
Pasca Gempa dan Tsunami Bandara Palu Sudah Bisa Beroperasi Terbatas - Publik News https://t.co/vHUjNVMKws via,,0,neutral
Pemerintah Indonesia melalui jubir Istana hendaknya sgr menyampaikan ucapan terima kasih kpd berbagai pihak dr Luar Negeri &amp; Dalam Negeri yg telah membantu korban bencana gempa-stunami Palu-Donggala.,,0,neutral
Semua pihak sebaiknya bekerja sama dan sama2 bekerja terutama mendukung penuh pemerintah u/ memimpin penanganan akibat tsunami dan gempa di palu donggala dan sekitarnya berikalan masukan dan bantuan yg konstrutif #kitasemuabasaudara #PaluKuat #PrayforSulawesi #PrayForPalu,,7,positive
#Update Pilunya Gempa Palu - https://t.co/wbNH0yD0H0 https://t.co/30KlbJNcGo,,0,neutral
@realmadriden menunjukkan rasa solidaritasnya terhadap korban musibah gempa &amp; tsunami yang terjadi di Palu Sulawesi Tengah. #PrayForPalu https://t.co/xxdA9moWXO,,-12,negative
Insyaallah selalu bersyukur dikala bahagia dan bersabar saat diberi cobaan oleh Alloh.Swt .Amiin buat saudara saudaraku di Palu dan Donggala sekitarnya saya turut berbela sungkawa atas musibah gempa dan sunami disana semoga Alloh menguatkan kesabaran untuk kalian. https://t.co/k1LZdL2BMy,,-8,negative
@gliitr sedih mana anjing nyasar atau 834 orang meninggal dunia akibat gempa palu? your tweet make no sense.,,-16,negative
Beberapa langkah penting yg bisa dilakukan stlh mengamati penanganan gempa palu : 1.harus dipastikan agar 1 komando 2.pembagian tugas yg jelas agar pekerjaan efektif 3.Jgn saling menyalahkan 4.memastikan semua lokasi gmp mendaptkan perhatian yg sama #PrayForPalu #PrayforSulawesi,,11,positive
Teman2 di Indonesia. Doa kami dengan semua orang yang kena gempa bumi di sulawesi. #prayforindonesia #PrayForPalu #gempapalu,,-7,negative
