label,text_clean,text_preprocessed
negative,miris melihat cara propaganda yg dilakukan pada masa dimana seharusnya kita semua fokus pada saudara kita di donggala palu dan lombok akibat gempa bumi dan tsunami kita semua sepertinya sedang diarahkan menonton sebuah kebodohan dan kedunguan para elit politik oh mg,"['miris', 'propaganda', 'yg', 'mana', 'fokus', 'saudara', 'donggala', 'palu', 'lombok', 'akibat', 'gempa', 'bumi', 'tsunami', 'arah', 'tonton', 'bodoh', 'dungu', 'elit', 'politik', 'oh', 'mg']"
negative,bencana alam di palu dan donggala saya lihat benarbenar parah meski korbannya tidak puuhan ribu tapi ketidak siapan masyarakat dalam mengantisipasi gempa yang membikin akibat yang begitu parah sabar saudarasaudaraku yang terdampak gempa dan tsunami  gbu,"['bencana', 'alam', 'palu', 'donggala', 'lihat', 'benarbenar', 'parah', 'korban', 'puuhan', 'ribu', 'tidak', 'siap', 'masyarakat', 'antisipasi', 'gempa', 'bikin', 'akibat', 'parah', 'sabar', 'saudarasaudaraku', 'dampak', 'gempa', 'tsunami', 'gbu']"
negative,asn pemkab tanggamus galang donasi untuk bantu korban gempa di palu  lewat,"['asn', 'pemkab', 'tanggamus', 'galang', 'donasi', 'bantu', 'korban', 'gempa', 'palu']"
negative,tadi ngobrol sama adik yang selamat dr gempa dngan bahasa khas palu dia bilang kurang lebih seperti in saya tidak mau naik kapal nanti airnya naik lagi teman saya semua hilang sekolah tidak ada rumah saya hancur nanti kalau saya naik kapal trus air naik sy juga hilang,"['ngobrol', 'adik', 'selamat', 'dr', 'gempa', 'dngan', 'bahasa', 'khas', 'palu', 'bilang', 'in', 'kapal', 'air', 'teman', 'hilang', 'sekolah', 'rumah', 'hancur', 'kapal', 'trus', 'air', 'sy', 'hilang']"
negative,alasan bocah korban gempa palu ingin ikut jokowi  di pesawat bisa bertemu mama yang sudah di atas,"['alas', 'bocah', 'korban', 'gempa', 'palu', 'jokowi', 'pesawat', 'temu', 'mama']"
negative,sudah hoaks tambah digoreng jadinya masalah tambah melebar kemanamana antara bencana gempa tsunami palu donggala vs ratna sarumpaet melawan lupa,"['hoaks', 'goreng', 'lebar', 'kemanamana', 'bencana', 'gempa', 'tsunami', 'palu', 'donggala', 'vs', 'ratna', 'sarumpaet', 'lawan', 'lupa']"
negative,viral detik detik gempa dan stunami di anjungan nusantara palu  september   via,"['viral', 'detik', 'detik', 'gempa', 'stunami', 'anjung', 'nusantara', 'palu', 'september', 'via']"
negative,pemulangan jenazah serda fahmi yang meninggal dalam gempa di palu menunggu waktu yang tepat,"['pulang', 'jenazah', 'serda', 'fahmi', 'tinggal', 'gempa', 'palu', 'tunggu']"
negative,tim sar dmc dompet dhuafa melakukan evakuasi korban meninggal dunia akibat gempa dan tsunami di pantai talise kota palu,"['tim', 'sar', 'dmc', 'dompet', 'dhuafa', 'evakuasi', 'korban', 'tinggal', 'dunia', 'akibat', 'gempa', 'tsunami', 'pantai', 'talise', 'kota', 'palu']"
negative,lokasi posko kompleks kodam  hasanuddin panaikang makassar yuk kita bantu packing bantuan untuk korban gempa tsunami di sigi palu dan donggala,"['lokasi', 'posko', 'kompleks', 'kodam', 'hasanuddin', 'panaikang', 'makassar', 'yuk', 'bantu', 'packing', 'bantu', 'korban', 'gempa', 'tsunami', 'sigi', 'palu', 'donggala']"
negative,p e n g u m u m a n  pada tanggal  sept  saudarasaudara kita di donggala dan palu mengalami bencara gempa bumi dan tsunami yang telah menelan korban jiwa dan melumpuhkan kota,"['p', 'e', 'n', 'g', 'u', 'm', 'u', 'm', 'a', 'n', 'tanggal', 'sept', 'saudarasaudara', 'donggala', 'palu', 'alami', 'bencara', 'gempa', 'bumi', 'tsunami', 'tel', 'korban', 'jiwa', 'lumpuh', 'kota']"
negative,mari berdonasi sisihkan sebagian hartamu untuk membantu saudara kita yang tertimpa musibah gempa dan sangat membutuhkan uluran tangan kita di palu dan donggala sulawesi segenap relawan yang tergabung,"['mari', 'donasi', 'sisih', 'harta', 'bantu', 'saudara', 'timpa', 'musibah', 'gempa', 'butuh', 'ulur', 'tangan', 'palu', 'donggala', 'sulawesi', 'segenap', 'rawan', 'gabung']"
negative,udah fokus aja ke donggala amp palu ini kok malah beritakan hal yang sebetulnya bisa kita percayakan ke penegak hukum terkait hoax rs bagaimanapun motifnya biarkan penyidik yang urus kita percayakan lihatlah sodarai kita yang terkena dampak gempa dan tsunami,"['udah', 'fokus', 'aja', 'donggala', 'amp', 'palu', 'berita', 'percaya', 'tegak', 'hukum', 'kait', 'hoax', 'rs', 'motif', 'biar', 'sidik', 'urus', 'percaya', 'lihat', 'sodarai', 'kena', 'dampak', 'gempa', 'tsunami']"
negative,atlet airsoft gun  yang lolos dari bencana gempa dan tsunami di kota palu dijamu makan siang oleh walikota   yang berada dikawasan jl ir h juanda,"['atlet', 'airsoft', 'gun', 'lolos', 'bencana', 'gempa', 'tsunami', 'kota', 'palu', 'jamu', 'makan', 'siang', 'walikota', 'kawasan', 'jl', 'ir', 'h', 'juanda']"
negative,bagi encik amp puan yang ingin menyumbangkan baju layak pakai atau sembako untuk musibah gempa dan tsunami di sulawesi tengah bisa langsung ke posko peduli bencana palu  donggala bpbd kota pekanbaru di jl cut nyak dien,"['encik', 'amp', 'puan', 'sumbang', 'baju', 'layak', 'pakai', 'sembako', 'musibah', 'gempa', 'tsunami', 'sulawesi', 'langsung', 'posko', 'peduli', 'bencana', 'palu', 'donggala', 'bpbd', 'kota', 'pekanbaru', 'jl', 'cut', 'nyak', 'dien']"
negative,gempa di palu  gempa di lombok pake cabe merah lalu tumpang tindihkan nnt muncul lambang terlarang pertanda kah,"['gempa', 'palu', 'gempa', 'lombok', 'pake', 'cabe', 'merah', 'tumpang', 'tindih', 'nnt', 'muncul', 'lambang', 'larang', 'tanda', 'kah']"
negative,haduuh baru kerasa skrg nih sedihnya efek gempatsunami palu donggala,"['haduuh', 'rasa', 'skrg', 'nih', 'sedih', 'efek', 'gempatsunami', 'palu', 'donggala']"
negative,pasca gempa dan tsunami di palu dan donggala banyak warganya yang mengungsi dan mendatangi pulau jawa pada rabu  menggunakan pesawat herkules,"['pasca', 'gempa', 'tsunami', 'palu', 'donggala', 'warga', 'ungsi', 'pulau', 'jawa', 'rabu', 'pesawat', 'herkules']"
negative,teganya nenek ngambil perhatian masyarakat dari tragedi gempa tsunami di palu donggala,"['tega', 'nenek', 'ngambil', 'perhati', 'masyarakat', 'tragedi', 'gempa', 'tsunami', 'palu', 'donggala']"
negative,luar biasaberita gempa palu dan sekitarnya kalah sama berita rswelehx,"['biasaberita', 'gempa', 'palu', 'kalah', 'berita', 'rswelehx']"
negative,berawal dari sebuah kebohongan seorang aktivis fokus masyarakat terpecah terhadap musibah gempa dan tsunami di palu tuduhantuduhan terhadap presiden hingga pernyataanpernyataan keras dari elit politik,"['bohong', 'aktivis', 'fokus', 'masyarakat', 'pecah', 'musibah', 'gempa', 'tsunami', 'palu', 'tuduhantuduhan', 'presiden', 'pernyataanpernyataan', 'keras', 'elit', 'politik']"
negative,selamat malam manteman apa kabar semuanya sebelumnya tim  mengucapkan turut berduka utk para sodarasodara kita yg menjadi korban gempa amp tsunami di palu amp sekitarnya semoga sodarasodara disana diberikan ketabahan amp selalu dlm lindungan allah aamiin,"['selamat', 'malam', 'manteman', 'kabar', 'tim', 'duka', 'utk', 'sodarasodara', 'yg', 'korban', 'gempa', 'amp', 'tsunami', 'palu', 'amp', 'moga', 'sodarasodara', 'sana', 'tabah', 'amp', 'dlm', 'lindung', 'allah', 'aamiin']"
negative,x rasa gempa cm selang bbrp menit aj efek bencana di palu goyang sedkit kyk langsung gemetar,"['x', 'gempa', 'cm', 'selang', 'bbrp', 'menit', 'aj', 'efek', 'bencana', 'palu', 'goyang', 'sedkit', 'kyk', 'langsung', 'gemetar']"
negative,mendingan menyebar hoax dari pada tinjau gempa palu,"['mending', 'sebar', 'hoax', 'tinjau', 'gempa', 'palu']"
negative,tim kunspek komisi ix dpr ri yang dipimpin wakil ketua komisi ix dpr ri ermalena melakukan peninjauan ke pelabuhan makassar untuk melihat kedatanganan  orang korban gempa palu kamis  oktober,"['tim', 'kunspek', 'komisi', 'ix', 'dpr', 'ri', 'pimpin', 'wakil', 'ketua', 'komisi', 'ix', 'dpr', 'ri', 'ermalena', 'tinjau', 'labuh', 'makassar', 'kedatanganan', 'orang', 'korban', 'gempa', 'palu', 'kamis', 'oktober']"
negative,palu sebelum dan sesudah gempa dan tsunami dilihat dari satelit,"['palu', 'gempa', 'tsunami', 'satelit']"
negative,suezann selain titanic yg baru sj ada warga palu milih gempa semiggu kemudian dikabulkan ada yg sesumbar jkt tdk lagi banjir kemudian banjir khawatirnya omongan luhut malah sebaliknya terjadi misal sy adl warga bali mk di tanggal meeting tsb sy akan pergi sj sementara dari bali,"['suezann', 'titanic', 'yg', 'sj', 'warga', 'palu', 'milih', 'gempa', 'semiggu', 'kabul', 'yg', 'sesumbar', 'jkt', 'tdk', 'banjir', 'banjir', 'khawatir', 'omong', 'luhut', 'sy', 'adl', 'warga', 'bal', 'mk', 'tanggal', 'meeting', 'tsb', 'sy', 'pergi', 'sj', 'bal']"
negative,klik link palu yang kini notumangi gempa yang disertai tsunami di paludonggala juga sigi,"['klik', 'link', 'palu', 'notumangi', 'gempa', 'serta', 'tsunami', 'paludonggala', 'sigi']"
negative,berita oku timur pkh dan tagana oku timur galang dana untuk gempa palu kita adalah pekerja sosial membantu sesama bukan hanya bagian dari tugas tapi panggilan hati nurani untuk terus berbuat baik,"['berita', 'oku', 'timur', 'pkh', 'tagana', 'oku', 'timur', 'galang', 'dana', 'gempa', 'palu', 'kerja', 'sosial', 'bantu', 'tugas', 'panggil', 'hati', 'nurani', 'buat']"
negative,perempuan asal jagalan kabupaten sidoarjo ditangkap akibat menyebarkan berita hoaks tentang prediksi akan adanya gempa dahsyat melebihi gempa yang ada di palu dan lombok yang akan menerjang pulau jawa,"['perempuan', 'jagal', 'kabupaten', 'sidoarjo', 'tangkap', 'akibat', 'sebar', 'berita', 'hoaks', 'prediksi', 'gempa', 'dahsyat', 'lebih', 'gempa', 'palu', 'lombok', 'terjang', 'pulau', 'jawa']"
negative,rupiah sudah mau  ribu gimana penjarahan yang menjadi jadi di palu pasca gempa giman kok main drama sih,"['rupiah', 'ribu', 'gimana', 'jarah', 'palu', 'pasca', 'gempa', 'gim', 'main', 'drama', 'sih']"
negative,semoga bukan karena ini bantuan korban gempa dan tsunami di lombok dan palu lamban,"['moga', 'bantu', 'korban', 'gempa', 'tsunami', 'lombok', 'palu', 'lamban']"
negative,untuk donggala  palu sulawesi tengah mari berbagi untuk saudarasaudara yang terdampak gempa bumi di   dan sekitarnya donasi bisa via transfer ke no rekening yang tercantum matur nuwun,"['donggala', 'palu', 'sulawesi', 'mari', 'bagi', 'saudarasaudara', 'dampak', 'gempa', 'bumi', 'donasi', 'via', 'transfer', 'no', 'rekening', 'cantum', 'matur', 'nuwun']"
negative,seluruh donasi akan di salurkan untuk korban gempa dan tsunami di palu dan donggala karena sedikit dari kita bermanfaat bagi mereka,"['donasi', 'salur', 'korban', 'gempa', 'tsunami', 'palu', 'donggala', 'manfaat']"
negative,payo lur sape nak milu kitek patungan nah nulung dulur kitek setanah air korban gempa dan tsunami di palu donggala dan sigi la ngelek kan makmane ancurnye daerah itu dan banyaknye korban dan kerusakan,"['payo', 'lur', 'sape', 'nak', 'milu', 'kitek', 'patungan', 'nulung', 'dulur', 'kitek', 'tanah', 'air', 'korban', 'gempa', 'tsunami', 'palu', 'donggala', 'sigi', 'la', 'ngelek', 'makmane', 'ancurnye', 'daerah', 'banyaknye', 'korban', 'rusa']"
negative,cpns asal sumut yang jadi korban gempa palu disambut tangis keluarga,"['cpns', 'sumut', 'korban', 'gempa', 'palu', 'sambut', 'tangis', 'keluarga']"
negative,pasca gempa dan tsunami bank bumn beroperasi terbatas hari ini bankbank bumn berupaya secepat mungkin menormalkan kembali pelayanan di donggala dan palu sulawesi tengah yang kena bencana,"['pasca', 'gempa', 'tsunami', 'bank', 'bumn', 'operasi', 'batas', 'bankbank', 'bumn', 'upaya', 'cepat', 'normal', 'layan', 'donggala', 'palu', 'sulawesi', 'kena', 'bencana']"
negative,tadi saya sempat melihat sebuah postingan dengan caption syirik besar besaran yang dikaitkaitkan dengan gempa dan tsunami yang melanda kota palu pada postingan tersebut saya juga melihat beberapa foto yang,"['postingan', 'caption', 'syirik', 'besar', 'dikaitkaitkan', 'gempa', 'tsunami', 'landa', 'kota', 'palu', 'postingan', 'foto']"
negative,turut berduka atas bencana gempa bumi amp tsunami di palu amp sigi amp donggala ayo bantu mereka kirim ke bank bca kedoya baru ac no    an  yayasan media group,"['duka', 'bencana', 'gempa', 'bumi', 'amp', 'tsunami', 'palu', 'amp', 'sigi', 'amp', 'donggala', 'ayo', 'bantu', 'kirim', 'bank', 'bca', 'kedoya', 'ac', 'no', 'an', 'yayasan', 'media', 'group']"
negative,gempa tsunami dan likuifaksi palu adalah pelajaran bagi kita semua bahwa harta benda dunia tidak ada artinya atas izin allah semua bisa hilang dalam sekejap bahkan hanya dalam hitungan detik ratusan bangunan yg kokoh pun dapat terkubur,"['gempa', 'tsunami', 'likuifaksi', 'palu', 'ajar', 'harta', 'benda', 'dunia', 'izin', 'allah', 'hilang', 'kejap', 'hitung', 'detik', 'ratus', 'bangun', 'yg', 'kokoh', 'kubur']"
negative,keluarga besar ditjen hpi turut berduka atas tragedi gempa bumi yang terjadi di donggala kota palu dan sekitarnya,"['keluarga', 'ditjen', 'hpi', 'duka', 'tragedi', 'gempa', 'bumi', 'donggala', 'kota', 'palu']"
negative,memorium  anggota polri atas bencana gempa amp tsunami palu  melalui,"['memorium', 'anggota', 'polri', 'bencana', 'gempa', 'amp', 'tsunami', 'palu']"
negative,yang lagi viral  semoga kamu tetap tegar insyalalah kamu menjadi anak yang sukses dan hebat nak  sesosok bocah korban gempa di palu bernama izrael jadi sorotan setelah ingin ikut,"['viral', 'moga', 'tegar', 'insyalalah', 'anak', 'sukses', 'hebat', 'nak', 'sosok', 'bocah', 'korban', 'gempa', 'palu', 'nama', 'izrael', 'sorot']"
negative,fpi liat fpi tu yg mngeluarkan mayat korban sunami dan gempa di palu bisa anda kaya fpi ini makanya jgn mengklaim yg bukan tampa bukti dan fakta dimana letak radikalnya fpi dan hti tolong di bagikan vidio radikalnya fpi dan hti lau memang ada,"['fpi', 'liat', 'fpi', 'tu', 'yg', 'mngeluarkan', 'mayat', 'korban', 'sunam', 'gempa', 'palu', 'kaya', 'fpi', 'jgn', 'klaim', 'yg', 'tampa', 'bukti', 'fakta', 'mana', 'letak', 'radikal', 'fpi', 'hti', 'tolong', 'bagi', 'vidio', 'radikal', 'fpi', 'hti', 'lau']"
negative,bismillah palu dan donggala memanggil kita wahai saudara gempa dan tsunami meluluhlantahkan seisi kota saudarasaudara kita bertahan dalam keterbatasan kehilangan tempat berteduh,"['bismillah', 'palu', 'donggala', 'panggil', 'saudara', 'gempa', 'tsunami', 'meluluhlantahkan', 'isi', 'kota', 'saudarasaudara', 'tahan', 'batas', 'hilang', 'teduh']"
negative,mencari yang tersisa dari gempa palu,"['cari', 'sisa', 'gempa', 'palu']"
negative,warga sulut sigap bantu korban gempa sulteng manado  oktober  pemerintah provinsi sulawesi utara mengirim bantuan ke kota palu pascagempa dan tsunami yang melanda daerah tersebut berbagai lapisan masyarakat di sulut pun bersamasama mengulurkan,"['warga', 'sulut', 'sigap', 'bantu', 'korban', 'gempa', 'sulteng', 'manado', 'oktober', 'perintah', 'provinsi', 'sulawesi', 'utara', 'kirim', 'bantu', 'kota', 'palu', 'pascagempa', 'tsunami', 'landa', 'daerah', 'lapis', 'masyarakat', 'sulut', 'bersamasama', 'ulur']"
negative,so ayo kita bahas sedikit masalah gempa di palu yang terjadi beberapa hari yang lalu,"['so', 'ayo', 'bahas', 'gempa', 'palu']"
negative,hari ini  waskita kembali mengirimkan bantuan kemanusian berupa material untuk pembangunan sarana amp fasilitas bagi para korban bencana gempa amp tsunami palu,"['waskita', 'kirim', 'bantu', 'kemanusian', 'material', 'bangun', 'sarana', 'amp', 'fasilitas', 'korban', 'bencana', 'gempa', 'amp', 'tsunami', 'palu']"
negative,tim kunspek komisi ix dpr ri yang dipimpin wakil ketua komisi ix dpr ri ermalena melakukan kunjungan ke rumah sakit dr wahidin sudirohusodo terkait penanganan korban gempa palu kamis  oktober,"['tim', 'kunspek', 'komisi', 'ix', 'dpr', 'ri', 'pimpin', 'wakil', 'ketua', 'komisi', 'ix', 'dpr', 'ri', 'ermalena', 'kunjung', 'rumah', 'sakit', 'dr', 'wahidin', 'sudirohusodo', 'kait', 'tangan', 'korban', 'gempa', 'palu', 'kamis', 'oktober']"
negative,kementerian esdm peningkatan aktivitas gunung soputan bukan akibat gempa palu,"['menteri', 'esdm', 'tingkat', 'aktivitas', 'gunung', 'soputan', 'akibat', 'gempa', 'palu']"
negative,penampakan lapas palu yang rusak akibat gempa,"['tampak', 'lapas', 'palu', 'rusak', 'akibat', 'gempa']"
negative,yg sono lagi sibuk ngurusin korban gempa di palu sulteng yg ini sibuk ngurusin berita hoax pake dibela bela lagi eh ternyata hanya berita palsu gak habis pikir mbok yo ikut bantu korban gempa di palu kayanya lebih bermanfaat dr pada ngurusin yg gak penting,"['yg', 'sono', 'sibuk', 'ngurusin', 'korban', 'gempa', 'palu', 'sulteng', 'yg', 'sibuk', 'ngurusin', 'berita', 'hoax', 'pake', 'bela', 'bela', 'eh', 'berita', 'palsu', 'gak', 'habis', 'pikir', 'mbok', 'yo', 'bantu', 'korban', 'gempa', 'palu', 'kaya', 'manfaat', 'dr', 'ngurusin', 'yg', 'gak']"
negative,pentingnya untuk tidak mengabaikan datadata sejarah dan geografi dalam membangun sebuah kota,"['abai', 'datadata', 'sejarah', 'geografi', 'bangun', 'kota']"
negative,ini yang dilakukan oleh dua member kpop super junior saat tahu palu diguncang gempa dahsyat,"['member', 'kpop', 'super', 'junior', 'palu', 'guncang', 'gempa', 'dahsyat']"
negative,do a bersama untuk keluarga jurnalis palu korban gempa dan tsunami  lewat rri,"['do', 'a', 'keluarga', 'jurnalis', 'palu', 'korban', 'gempa', 'tsunami', 'rri']"
negative,saya turut berempati pada bencana gempatsunami di palu padahal belum pulih bencana di lombok tantangan terberat adalah trauma psikologis pasca bencana alam resiko kita berada di ring of fire,"['empat', 'bencana', 'gempatsunami', 'palu', 'pulih', 'bencana', 'lombok', 'tantang', 'berat', 'trauma', 'psikologis', 'pasca', 'bencana', 'alam', 'resiko', 'ring', 'of', 'fire']"
negative,wawancara pa prabowo oleh rosy di kompas tv apa perasaan sy aja ko rosy tumben adem ramah hangat  apa ini pengaruh gempa paluhaaaa,"['wawancara', 'pa', 'prabowo', 'rosy', 'kompas', 'tv', 'asa', 'sy', 'aja', 'ko', 'rosy', 'tumben', 'adem', 'ramah', 'hangat', 'pengaruh', 'gempa', 'paluhaaaa']"
negative,ga abis pikir pas denger cerita ada berita hoax yg tersebar di grup whatsapp pasca gempa palu bakal ada gempa  tsunami lebih besar di tkp udah mah org lagi panik dikasih berita panik seneng amat liat org menderita yg nyebarinnya heran,"['ga', 'abis', 'pikir', 'pas', 'denger', 'cerita', 'berita', 'hoax', 'yg', 'sebar', 'grup', 'whatsapp', 'pasca', 'gempa', 'palu', 'gempa', 'tsunami', 'tkp', 'udah', 'mah', 'org', 'panik', 'kasih', 'berita', 'panik', 'neng', 'liat', 'org', 'derita', 'yg', 'nyebarinnya', 'heran']"
negative,citra satelit amblesan tanah akibat gempa di palu dan sigi  via,"['citra', 'satelit', 'ambles', 'tanah', 'akibat', 'gempa', 'palu', 'sigi', 'via']"
negative,kenapa isi tl tentang gempa palu membuat saya sediiiiihhhh,"['isi', 'tl', 'gempa', 'palu', 'sediiiiihhhh']"
negative,world kamu kok ga ikut bang zoon ke palu tong buat kamu lebih penting si nenek paet dari pada korban gempa ya tong sungguh terlalu kau tong,"['world', 'ga', 'bang', 'zoon', 'palu', 'tong', 'si', 'nenek', 'paet', 'korban', 'gempa', 'ya', 'tong', 'sungguh', 'kau', 'tong']"
negative,gani   pndj dirs   coba mbak ke kantor pos ada info dr temen katanya pt pos indonesia bisa mengirim menerima barang sumbangan untuk korban gempa dan tsunami di palu,"['gani', 'pndj', 'dirs', 'coba', 'mbak', 'kantor', 'pos', 'info', 'dr', 'temen', 'pt', 'pos', 'indonesia', 'kirim', 'terima', 'barang', 'sumbang', 'korban', 'gempa', 'tsunami', 'palu']"
negative,ken alhamdulillah aman indonesia lagi duka karna palu pada takut kiamat soalnya gempa mulu jkt jabar ada isu bakal kena gempa katnya hoax tapi entahlah ber do a aja,"['ken', 'alhamdulillah', 'aman', 'indonesia', 'duka', 'karna', 'palu', 'takut', 'kiamat', 'gempa', 'mulu', 'jkt', 'jabar', 'isu', 'kena', 'gempa', 'katnya', 'hoax', 'ber', 'do', 'a', 'aja']"
negative,ini bantuan puskesmas kota enrekang untuk korban bencana alam gempa dan tsunami di sulteng   enrekang duka mendalam yang dirasakan korban bencana di palu dan donggala akibat bencana gempa dan tsunami mengundang banyak simpati,"['bantu', 'puskesmas', 'kota', 'enrekang', 'korban', 'bencana', 'alam', 'gempa', 'tsunami', 'sulteng', 'enrekang', 'duka', 'dalam', 'rasa', 'korban', 'bencana', 'palu', 'donggala', 'akibat', 'bencana', 'gempa', 'tsunami', 'undang', 'simpati']"
negative,kisah bocah korban gempa palu yang ingin ikut jokowi mamaku sudah di atas sekali  tribun jabar,"['kisah', 'bocah', 'korban', 'gempa', 'palu', 'jokowi', 'mama', 'tribun', 'jabar']"
negative,update   ust abu irbadhpalu  tolong sumbangan berupa pakaian stop dulu karena di sini sudah menumpuk dan asalnya kalau gempa pakaian masih bisa di ambil kecuali yg korban tsunami,"['update', 'ust', 'abu', 'irbadhpalu', 'tolong', 'sumbang', 'pakai', 'stop', 'tumpuk', 'asal', 'gempa', 'pakai', 'ambil', 'kecuali', 'yg', 'korban', 'tsunami']"
negative,menurut analisa saya yg awam kasus rs ini mnenggelamkn bbrp cerita besar yg saat ini tjd dinegerikugempa di palu  rupiah meroket tajam pertmuan imf yang menghabiskan dana triliyunan kubu mukidi bukannya sibuk membantu korban gempa tp sibuk melaporkan,"['analisa', 'yg', 'awam', 'rs', 'mnenggelamkn', 'bbrp', 'cerita', 'yg', 'tjd', 'dinegerikugempa', 'palu', 'rupiah', 'roket', 'tajam', 'pertmuan', 'imf', 'habis', 'dana', 'triliyunan', 'kubu', 'mukidi', 'sibuk', 'bantu', 'korban', 'gempa', 'tp', 'sibuk', 'lapor']"
negative,bantu korban gempa donggala amp tsunami palu dalam rangka membantu korban gempa palu dan tsunami donggala maka yayasan anak teladan dan grup alwasathiyah wal itidal bermaksud,"['bantu', 'korban', 'gempa', 'donggala', 'amp', 'tsunami', 'palu', 'rangka', 'bantu', 'korban', 'gempa', 'palu', 'tsunami', 'donggala', 'yayasan', 'anak', 'teladan', 'grup', 'alwasathiyah', 'wal', 'itidal']"
negative,ditpoludara baharkam polri evakuasi pengungsi korban bencana alam sulteng ke balikpapan  ditpoludara baharkam polri mengevakuasi para pengungsi korban bencana alam gempa dan tsunami di palu sulawesi tengah sulteng ke balikpapan kalimantan timur kaltim kamis,"['ditpoludara', 'baharkam', 'polri', 'evakuasi', 'ungsi', 'korban', 'bencana', 'alam', 'sulteng', 'balikpapan', 'ditpoludara', 'baharkam', 'polri', 'evakuasi', 'ungsi', 'korban', 'bencana', 'alam', 'gempa', 'tsunami', 'palu', 'sulawesi', 'sulteng', 'balikpapan', 'kalimantan', 'timur', 'kaltim', 'kamis']"
negative,info menarik terbaru tentang kisah dramatis andi warga tegal di palu yang selamat dari gempa dan tsunami,"['info', 'tarik', 'baru', 'kisah', 'dramatis', 'andi', 'warga', 'tegal', 'palu', 'selamat', 'gempa', 'tsunami']"
negative,bingung mencari keberadaan keluarga karena gempa palu pmi buka layanan rfl,"['bingung', 'cari', 'ada', 'keluarga', 'gempa', 'palu', 'pmi', 'buka', 'layan', 'rfl']"
negative,yang lebih biadab lagi yg ikut menyebarkan kebohongan dan karena bohongnya ketahuan lalu rame ngaku jadi korban kebohongan itu sangat biadab apalagi itu dilakukan saat pemerintah dan masyarakat lainnya sibuk bantu korban gempa di palu dan donggala mereka ini sungguh biadab,"['biadab', 'yg', 'sebar', 'bohong', 'bohong', 'tahu', 'rame', 'ngaku', 'korban', 'bohong', 'biadab', 'perintah', 'masyarakat', 'sibuk', 'bantu', 'korban', 'gempa', 'palu', 'donggala', 'sungguh', 'biadab']"
negative,pasca gempa di palu dan donggala inilah deretan gunung di indonesia yang erupsi dalam sepekan ini,"['pasca', 'gempa', 'palu', 'donggala', 'deret', 'gunung', 'indonesia', 'erupsi', 'pek']"
negative,kodim sidoarjo bantu pemulangan korban gempa palu,"['kodim', 'sidoarjo', 'bantu', 'pulang', 'korban', 'gempa', 'palu']"
negative,saya ga bilang hoax lho ya yg bilang hoax itu orang yg ga tau kl jauh sblm gempa palu fpi dah ada di sulteng n bikin kantor dpd fpi sulteng mikirnya fpi jkt ngirim orang dr jkt ke palu,"['ga', 'bilang', 'hoax', 'lho', 'ya', 'yg', 'bilang', 'hoax', 'orang', 'yg', 'ga', 'tau', 'kl', 'sblm', 'gempa', 'palu', 'fpi', 'dah', 'sulteng', 'n', 'bikin', 'kantor', 'dpd', 'fpi', 'sulteng', 'mikirnya', 'fpi', 'jkt', 'ngirim', 'orang', 'dr', 'jkt', 'palu']"
negative,luar biasa kadis perhubungan kab halsel maluku utara ikut trun ke jalan melakukan pengalangan dana utk sudara kita yg lagi mengalami musiba gempa dan sunami di palu dan donggala,"['kad', 'hubung', 'kab', 'halsel', 'malu', 'utara', 'trun', 'jalan', 'alang', 'dana', 'utk', 'sudara', 'yg', 'alami', 'musiba', 'gempa', 'sunam', 'palu', 'donggala']"
negative,yuk kita membantu saudara kita di palu agar  kembali         yogyakarta,"['yuk', 'bantu', 'saudara', 'palu', 'yogyakarta']"
negative,reaksi internasional banyak mengirimkan bantuan dan juga doa untuk korban gempa dan tsunami di palu  prabowo cs sibuk mengirimkan fitnah ke pak  dan pemerintah membuat gaduh dan hoax sementara saudara kita sedang berduka,"['reaksi', 'internasional', 'kirim', 'bantu', 'doa', 'korban', 'gempa', 'tsunami', 'palu', 'prabowo', 'cs', 'sibuk', 'kirim', 'fitnah', 'perintah', 'gaduh', 'hoax', 'saudara', 'duka']"
negative,masalah yg bikin pala mumet n lgs hati ga tenang lalu gw melihat berita korban gempa palu dan lgs merasa masalah gw ga ada seujung kukunya penderitaan mrk,"['yg', 'bikin', 'pala', 'mumet', 'n', 'lgs', 'hati', 'ga', 'tenang', 'gw', 'berita', 'korban', 'gempa', 'palu', 'lgs', 'gw', 'ga', 'ujung', 'kuku', 'derita', 'mrk']"
negative,gempa sulawesi sebahagian kota palu masih bergelap ada antara kawasan yang terj,"['gempa', 'sulawesi', 'sebahagian', 'kota', 'palu', 'gelap', 'kawasan', 'terj']"
negative,dgn segala hiruk pikuk yg terjadi semoga pemerintah tetap fokus menanggulangi bencana palu hari ini bnpb menyatakan korban meninggal dunia akibat gempa dan tsunami di sulawesi tengah mencapai  orang evakuasi msh trs dilakukan,"['dgn', 'hiruk', 'pikuk', 'yg', 'moga', 'perintah', 'fokus', 'tanggulang', 'bencana', 'palu', 'bnpb', 'korban', 'tinggal', 'dunia', 'akibat', 'gempa', 'tsunami', 'sulawesi', 'capai', 'orang', 'evakuasi', 'msh', 'trs']"
negative,kisah dramatis andi warga tegal di palu yang selamat dari gempa dan tsunami  lewat,"['kisah', 'dramatis', 'andi', 'warga', 'tegal', 'palu', 'selamat', 'gempa', 'tsunami']"
